PROVINCIA	DENOMINACION GENÉRICA	LOCALIDAD	CÓDIGO	DENOMINACION ESPECÍFICA	DOMICILIO	CODPOSTAL	TELÉFONO	FAX	EMAIL
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009415	GLORIA ARENILLAS	Cl. Río Perejiles, 2	50014	976 57 28 38	976572838	cpgarzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009452	MARÍA MOLINER	Cami. De Miraflores, 10	50007	976 38 09 91	976 38 09 91	cpmmozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009531	RAMÓN SÁINZ DE VARANDA	CL. NTRA. SRA. DE LA OLIVA, 3	50007	976 38 23 09	976 38 23 09	cprsvzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009580	MIRAFLORES	Parque Miraflores Nº 1	50008	976 49 31 05	976 49 31 05	cpmirzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009749	LA ESTRELLA	Cl. Pedro Lázaro, 18	50014	976 47 27 29	976 47 27 29	cpleszaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009944	MONSALUD	Cl. Marianela García Villas, 1	50017	976 30 00 11	976 30 00 11	cpmonzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010171	HERMANOS MARX	Cl. Cineasta Segundo De Chomón, S/N	50018	976 51 34 02	976 74 07 99	cphmazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010181	HISPANIDAD	Cl. Océano Atlántico, 15	50012	976 32 98 98	976 32 98 98	cphiszaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010193	PUERTA DE SANCHO	Cl. Batalla De Arapiles, S/N	50003	976 44 35 77	976 46 98 70	cppsazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010399	RÍO EBRO	Andador Pilar Cuartero Molinero, 5	50018	976 51 70 21	976 51 88 28	cprebzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010478	CIUDAD DE ZARAGOZA	Cl. Escultor Palao, 17	50017	976 31 46 20	976 31 46 20	cpczazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50010481	CORTES DE ARAGÓN	CL. Valero Julián Ripol Urbano, 4	50018	976 51 21 11	976 51 36 00	cpcarazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50011562	ANTONIO BELTRÁN MARTÍNEZ	Avda. Vía Hispanidad, 68	50017	976 33 28 64	976 33 28 64	cpabmzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50011801	JOSÉ ANTONIO LABORDETA SUBÍAS	Pza. Pedro Saputo, 7	50018	976 73 78 42	976 737842	cpjalzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50011847	JOSEFA AMAR Y BORBÓN	CL. Julio García Condoy, 50	50018	976 732450	976 51 80 59	cpavzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50017072	PARQUE GOYA	CL. EL COLOSO, 5	50015	976 10 63 88	976 10 63 88	cppgzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50017710	MONTECANAL	CL. Tomás de Lezaún, 15	50012	976756925	976756925	cpmontecanal@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50017862	AGUSTINA DE ARAGÓN	Eugenio Lucas nº 14	50018	976 79 94 99	976506110	cpaarzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50017874	EL ESPARTIDERO	CL. DIECISÉIS DE JULIO, 46 (Bº STA.ISABEL)	50016	976 58 20 61	976 58 20 61	cpespartidero@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018143	LUCIEN BRIET	CL. JUSLIBOL, 24	50015	976 74 35 16	976 743516	cpjuszaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018246	VALDESPARTERA	CL. Volver a empezar, 7	50019	976 93 35 99	976933601	cpvaldespartera@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018258	MARIE CURIE	CL. Molino de las Armas, nº 57	50014	976 47 88 41	976 47 31 06	cpmarquesc@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018261	MIRALBUENO	CL. ENRIQUE VAL, 20	50011	876 26 65 99	876 26 65 85	cpmiralbueno@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018271	ROSALES DEL CANAL	CL.San Juan Bautista de la Salle, 21	50012	876241565	876241182	cprdczaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018817	CATALINA DE ARAGÓN	CL. La Fragua s/n	50018	976 50 68 11	976 52 65 46	ceiprondanorte@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50018830	VADORREY-LES ALLÉES	CL. ALFONSO ZAPATER CERDÁN, S/N	50014	976399685	976295245	cpvadorrey@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50019019	JULIO VERNE	CL. Iñigo Manuel Marín Sancho nº 20	50011	876 26 31 00	976 34 08 87	ceipjulioverne@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50019081	VALDESPARTERA II	CL. El Tambor de Hojalata, 6	50019	976 97 40 14		
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50019287	ZARAGOZA SUR	CL. Antonio Vivaldi, 3	50012			
Zaragoza	Colegio de Educación Infantil y Primaria	Zuera	50008587	ODÓN DE BUEN	Cl. Jorge Luna, 15	50800	976 68 01 14	976 68 01 14	cpzuera@educa.aragon.es
Zaragoza	Colegio Rural Agrupado	Aniñón	50011161	RÍO RIBOTA	Avda. Constitución, S/N	50313	976 89 61 28	976 89 61 28	craaninon@aragon.es
Zaragoza	Colegio Rural Agrupado	Ariza	50011318	PUERTA DE ARAGÓN	Cl. Pilar, 12	50220	976 84 52 71	976 84 52 71	craariza@aragon.es
Zaragoza	Colegio Rural Agrupado	Azuara	50011203	L' ALBARDÍN	Cl. Extramuros, 55-57	50140	976 83 40 88		craazuara@aragon.es
Zaragoza	Colegio Rural Agrupado	Bujaraloz	50011321	L' ALBADA	Ctra. General, S/N	50177	976 17 31 70	976 17 31 70	crabujaraloz@gmail.com
Zaragoza	Colegio Rural Agrupado	Burgo de Ebro (El)	50011331	MARÍA MOLINER	CL. CRISTINA ALBERDI, S/N	50730	976 10 52 53	976 10 52 53	craburgo@aragon.es
Zaragoza	Colegio Rural Agrupado	Erla	50011215	MONLORA	Pza. Autonomía, S/N	50611	976 689081	976 69 41 61	craerla@aragon.es
Zaragoza	Colegio Rural Agrupado	Fábara	50011343	FABARA-NONASPE DOS AGUAS	Avda. La Jota Aragonesa, S/N	50793	976 63 50 44	976 63 50 44	crafabara@aragon.es
Zaragoza	Colegio Rural Agrupado	Figueruelas	50011239	ÍNSULA BARATARIA	P.º La Nevería, S/N	50639	976 65 62 40	976 65 62 40	crafigueruelas@educa.aragon.es
Zaragoza	Colegio Rural Agrupado	Frasno (El)	50011367	VICORT-ISUELA	Avda. Bardají, 42	50320	976 60 93 76	976 60 93 76	craelfrasno@aragon.es
Zaragoza	Colegio Rural Agrupado	Fuendejalón	50011291	LAS VIÑAS	Afueras s/n	50570	976 86 21 31	976 86 21 31	crafuendejalon@aragon.es
Zaragoza	Colegio Rural Agrupado	Gelsa	50011355	DEL EBRO	Cl. Buen Suceso, S/N	50786	976 17 66 26		cragelsa@aragon.es
Zaragoza	Colegio Rural Agrupado	Gotor	50011148	ARANDA-ISUELA	Cl. Convento, S/N	50257	976 82 02 12	976 82 02 12	cragotor@aragon.es, crajarque@aragon.es
Zaragoza	Colegio Rural Agrupado	Ibdes	50011185	MESA-PIEDRA-ALTO CAMPILLO	Cl. Puerta De La Aldea, S/N	50236	976 87 27 69	976 87 27 69	craibdes@aragon.es
Zaragoza	Colegio Rural Agrupado	Leciñena	50011422	BAJO GÁLLEGO	Avda. Zaragoza, 84	50160	976 16 80 84	976 168084	cralecinena@aragon.es
Zaragoza	Colegio Rural Agrupado	Lumpiaque	50011124	DE LUMPIAQUE	Cl. Muntadas, 3	50295	976 60 16 17	976 60 16 17	cralumpiaque@aragon.es
Zaragoza	Colegio Rural Agrupado	Magallón	50011379	LA HUECHA	Pza. Aragón, 12	50520	976 85 81 78	976 85 81 78	cramagallon@aragon.es
Zaragoza	Colegio Rural Agrupado	Maluenda	50011151	TRES RIBERAS	Cl. Doctor García Sancho, 7	50340	976 89 02 89	976 89 02 89	cramaluenda@aragon.es
Zaragoza	Colegio Rural Agrupado	Moros	50011173	EL MIRADOR	Cl. Torruntero, S/N	50215	976895144	976 87 47 87	cramoros@aragon.es
Zaragoza	Colegio Rural Agrupado	Muel	50011380	ORBA	Cl. José Antonio, 24	50450	976 14 03 87	976140387	cramuel@aragon.es
Zaragoza	Colegio Rural Agrupado	Novallas	50011227	BÉCQUER	CL. Serafín Villarroya Lahoz s/n	50510	976 19 81 49	976 19 81 49	cranovallas@aragon.es
Zaragoza	Colegio Rural Agrupado	Paniza	50011392	LA CEPA	Ctra. De Aladrén, S/N	50480	976 62 29 40	976 62 29 40	crapaniza@aragon.es
Zaragoza	Colegio Rural Agrupado	Pinsoro	50011240	LUIS BUÑUEL	Cl. Corneta, S/N	50694	976 67 38 52	976 67 38 52	crapinsoro@aragon.es
Zaragoza	Colegio Rural Agrupado	Sabiñán	50011136	EL ENEBRO	Cl. San Roque, 24	50299	976 82 55 60		crasabinan@aragon.es
Zaragoza	Colegio Rural Agrupado	Sádaba	50011410	LOS BAÑALES	Avda. General Carlos De Castro, 1	50670	976 67 52 90	976 67 52 90	crasadaba@aragon.es
Zaragoza	Colegio Rural Agrupado	Used	50011197	CERRO DE SANTA CRUZ	CTRA. DE ATEA, S/N	50374	976 80 91 12	976809112	craused@aragon.es
Zaragoza	Colegio Rural Agrupado	Villafranca de Ebro	50011409	LA SABINA	Avda. Zaragoza, 23	50174	976 16 71 83	976 16 71 83	cravillafrancae@aragon.es
Zaragoza	Conservatorio Elemental de Música	Zaragoza	50011495	CONSERVATORIO MUNICIPAL ELEMENTAL MÚSICA	Cl. Domingo Miral, 3	50009	976 72 49 60	976 56 10 36	
Zaragoza	Conservatorio Profesional de Danza	Zaragoza	50011501	CONSERVATORIO MUNICIPAL PROFESIONAL DE DANZA	Cl. Domingo Miral, 3	50009	976 72 17 30	976 72 17 32	
Zaragoza	Conservatorio Profesional de Música	Tarazona	50010922	DE TARAZONA	Pza. De La Merced, S/N	50500	976 64 35 61	976 64 44 11	cemtarazona@educa.aragon.es
Zaragoza	Conservatorio Profesional de Música	Zaragoza	50011264	DE ZARAGOZA	Cl. San Vicente De Paúl, 39	50001	976 20 19 28	976 20 22 05	cpmzaragoza@educa.aragon.es
Zaragoza	Conservatorio Superior de Música	Zaragoza	50010326	DE ARAGÓN	VIA HISPANIDAD, 22	50001	976 22 26 32	976 23 01 95	csmzaragoza@educa.aragon.es
Zaragoza	Equipo de Apoyo Itinerante	Zaragoza	50600713	DE ZARAGOZA	Pº Cuellar, 6	50007			eapmzaragoza@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Atención Temprana	Zaragoza	50700197	EQUIPO ATENCION TEMPRANA Nº1	CL. José Galiay, s/n	50008	976 42 75 26		eatzaragoza1@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Atención Temprana	Zaragoza	50700203	EQUIPO ATENCION TEMPRANA Nº2	CL. José Galiay, s/n	50008	976 41 36 12		eatzaragoza2@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Específicos	Zaragoza	50700215	EQUIPO ESPECIFICO DE MOTORICOS	CL. José Galiay, s/n	50008	976 41 35 95		eemozaragoza@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Alagón	50700070	DE ALAGÓN	Avda. de la Portalada, 22	50630	976 61 34 42		eoepalagon@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Almunia de Doña Godina (La)	50700124	DE LA ALMUNIA DE DOÑA GODINA	CL. Goya, s/n	50100	976 81 25 52		eoepalmunia@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Calatayud	50700082	DE CALATAYUD	P.º RAMON Y CAJAL, 1, 2º	50300	976 88 56 90		eoepcalatayud@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Caspe	50700094	DE CASPE	CL. Gumá, 35	50700	976 63 16 08		eoepcaspe@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Ejea de los Caballeros	50700100	DE EJEA DE LOS CABALLEROS	Pº Constitución, s/n	50600	976 66 28 77		eoepejea@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Fuentes de Ebro	50700185	DE FUENTES DE EBRO	Pza. de la Constitución, 4	50740	976 16 09 38		eoepfuentes@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Tarazona	50700136	DE TARAZONA	Pza. de la Merced, 6	50500	976 64 47 87		eoeptarazona@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Zaragoza	50700148	EQUIPO GENERAL ZARAGOZA 4	Avda. de la Almozara, s/n	50003	976 44 08 87		eoepzaragoza4@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Zaragoza	50700151	EQUIPO GENERAL ZARAGOZA 1	CL. Cañon de Añisclo, s/n	50015	976 52 95 87		eoepzaragoza1@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Zaragoza	50700161	EQUIPO GENERAL ZARAGOZA 2	CL. José Galiay, s/n	50008	976 59 44 13		eoepzaragoza2@educa.aragon.es
Zaragoza	Equipos de Orientación Educativa y Psicopedagógica. Generales	Zaragoza	50700173	EQUIPO GENERAL ZARAGOZA 3	Cl. Castellote, 3	50017	976 30 03 82	976 54 13 16	eoepzaragoza3@educa.aragon.es
Zaragoza	Escuela de Arte	Zaragoza	50008514	ESCUELA DE ARTE DE ZARAGOZA	CL. MARÍA ZAMBRANO,5	50018	976 50 66 21	976.23.54.04	eartezaragoza@educa.aragon.es
Zaragoza	Escuela de Educación Infantil	Aguarón	50019032	ZAGALICOS	CL. Tejero, S/N	50408	976 62 03 83		
Zaragoza	Escuela de Educación Infantil	Ainzón	50018714	GARNACHICA	PARAJE LALOZ	50570	976868715	976868215	
Zaragoza	Escuela de Educación Infantil	Alagón	50017631	DE ALAGÓN	Avda. de la Portalada, 24	50630	976 61 31 04	976 61 05 65	ayuntamiento@alagon.net
Zaragoza	Escuela de Educación Infantil	Alfajarín	50018911	LA CUEVA ENCANTADA	Pº. DE ARAGÓN, 120	50172	976101234	976101234	
Zaragoza	Escuela de Educación Infantil	Alfamén	50018581	CHIRIBILLAS	CL. ALFONSO TIMONEDA, 4	50461	976626210	976628308	alfamen@dpz.es
Zaragoza	Escuela de Educación Infantil	Alhama de Aragón	50018921	Zagalines	AVDA. DE ARAGÓN, 78	50230	976840018	976840483	
Zaragoza	Escuela de Educación Infantil	Almonacid de la Sierra	50018489	EL CASTILLO	CL. DUQUE, 13	50108	976 62 72 22	976 62 70 90	alsierra@dpz.es
Zaragoza	Escuela de Educación Infantil	Almunia de Doña Godina (La)	50017540	DE LA ALMUNIA DE DOÑA GODINA	CL. GOYA, 2-4	50100	976 81 20 41	976 81 24 51	almunia@dpz.es
Zaragoza	Escuela de Educación Infantil	Alpartir	50018593	DE ALPARTIR	P.º RAMÓN Y CAJAL, S/N	50109	976 81 31 49	976 81 34 55	alpartir@dpz.es
Zaragoza	Escuela de Educación Infantil	Ariza	50018091	COLORADO COLORÍN	CL. PILAR, 12	50220	680 46 04 22	976 84 50 36	aytoariza@terra.es
Zaragoza	Escuela de Educación Infantil	Ateca	50018726	LA SOLANA	CL. LA SOLANA, S/N	50200	626221251		
Zaragoza	Escuela de Educación Infantil	Bardenas	50018970	DE EJEA DE LOS CABALLEROS (BARDENAS)	CTRA. De El Bayo, S/N	50694			
Zaragoza	Escuela de Educación Infantil	Belchite	50018601	GARABATOS	CL. EL FERIAL, 6	50130	976 83 07 49	976 83 05 14	belchite@dpz.es
Zaragoza	Escuela de Educación Infantil	Biota	50017035	DE BIOTA	Cl. De La Fuente, S/N	50695	976 67 00 14	976 67 02 87	ayto.biota@terra.es
Zaragoza	Escuela de Educación Infantil	Boquiñeni	50017965	DE BOQUIÑENI	CL. TENOR FLETA, S/N	50641	976 65 22 01	976 65 13 37	boquinen@dpz.es
Zaragoza	Escuela de Educación Infantil	Borja	50018301	BALTASAR GONZÁLEZ	CL. PROLONGACIÓN LA FLORIDA	50540	976 86 82 77	607 19 04 44	esc.inf.bgonzalez@hotmail.es
Zaragoza	Escuela de Educación Infantil	Brea de Aragón	50017977	DE BREA DE ARAGÓN	CL. CAYO VELA, S/N	50246	976 82 46 41	976 82 44 19	brea@dpz.es
Zaragoza	Escuela de Educación Infantil	Bujaraloz	50018751	DE BUJARALOZ	CL. SANTA MARÍA, 27	50177	976173241		
Zaragoza	Escuela de Educación Infantil	Burgo de Ebro (El)	50017931	LA COMETA	CL. ESCUELAS, 8	50730	976 10 50 83	976 10 53 51	ayuntamiento@elburgodeebro.es
Zaragoza	Escuela de Educación Infantil	Cadrete	50017783	ARCO-IRIS	AVDA. ZARAGOZA, 2	50420	976 12 65 72	976 12 66 09	aytocadrete@cadrete.e.telefonica.net
Zaragoza	Escuela de Educación Infantil	Calatayud	50018933	MARGARITA	CL. BENEDICTO XIII, 3	50300	976883747	976885648	
Zaragoza	Escuela de Educación Infantil	Calatorao	50017151	DE CALATORAO	Cl. Fernando El Católico, 2	50280	976 60 78 04	976 81 36 06	calatorao1@terra.es
Zaragoza	Escuela de Educación Infantil	Cariñena	50018210	ARCO IRIS	Camino Platera, 2	50400	654 62 38 49	976 62 03 75	ayuntamiento@carinena.es
Zaragoza	Escuela de Educación Infantil	Caspe	50017746	DE CASPE	AVDA. RÍO EBRO, S/N	50700	976 63 14 30	976 63 90 69	gesclan@terra.es
Zaragoza	Escuela de Educación Infantil	Cosuenda	50018763	DE COSUENDA	CL. ESCUELAS, S/N	50409	976627440		
Zaragoza	Escuela de Educación Infantil	Cuarte de Huerva	50018891	LAS HABLILLAS	CL. TRAJANO, S/N	50410	976503067		
Zaragoza	Escuela de Educación Infantil	Cuarte de Huerva	50019093	LAS FÁBULAS	CL. Monasterio de Siresa, 7	50410			
Zaragoza	Escuela de Educación Infantil	Daroca	50017758	PINOCHO	CL. LAMINEROS, S/N	50360	976 80 03 96	976 80 03 62	alcaldia@daroca.e.telefonica.net
Zaragoza	Escuela de Educación Infantil	Ejea de los Caballeros	50018325	GLORIA FUERTES	CL. ERAS ALTAS, 34-50	50600	976 67 75 56	976 66 38 16	escuelainfantil@aytoejea.es
Zaragoza	Escuela de Educación Infantil	Épila	50018039	ISABEL DE ARAGÓN	PZA. DE LA CONSTITUCIÓN, 1	50290	976 60 34 52	976 60 31 28	epila@dpz.es
Zaragoza	Escuela de Educación Infantil	Escatrón	50017825	DE ESCATRÓN	CL. ESCUELAS, 2	50790	976 17 00 06	976 17 10 25	escatron@dpz.es
Zaragoza	Escuela de Educación Infantil	Fuendejalón	50018404	DE FUENDEJALÓN	CL. AFUERAS, S/N	50529	976 86 24 49	976 85 70 34	fuendejalon@dpz.es
Zaragoza	Escuela de Educación Infantil	Fuentes de Ebro	50018441	DE FUENTES DE EBRO	CL. CORTES DE CADIZ Nº 6	50740	976 16 91 20	976 16 08 32	ayuntamiento@fuentesdeebro.es
Zaragoza	Escuela de Educación Infantil	Herrera de los Navarros	50017141	ZAGALICOS	Cl. Revés, 43	50150	976 14 31 06	976 14 31 51	cpherrera@aragon.es
Zaragoza	Escuela de Educación Infantil	Illueca	50018775	DE ILLUECA	CL. SAN JUAN BAUTISTA, S/N	50250	976820290		
Zaragoza	Escuela de Educación Infantil	Jaraba	50018477	DE JARABA	CL. LA VIUNA, S/N	50237	680 80 54 85	976 87 27 33	jaraba@dpz.es
Zaragoza	Escuela de Educación Infantil	Joyosa (La)	50018532	LA CUNICA	CTRA. TORRES DE BERRELLÉN, S/N	50692	976 65 30 01	976 65 32 88	joyosa@dpz.es
Zaragoza	Escuela de Educación Infantil	Lécera	50018945	DE LÉCERA	CL. JUAN JUNQUERA, 9	50131			
Zaragoza	Escuela de Educación Infantil	Leciñena	50018738	DE LECIÑENA	AVDA. ZARAGOZA, 84	50160	976166146	976168059	
Zaragoza	Escuela de Educación Infantil	Longares	50018957	DE LONGARES	RONDA DE LA VILLA, A-IA	50460	976142596	976142537	
Zaragoza	Escuela de Educación Infantil	Luceni	50018520	DE LUCENI	CL. RAMÓN Y CAJAL, ANGULAR CON AVDA. CONSTITUCIÓN	50640	976 65 20 03	976 65 24 53	luceni@dpz.es
Zaragoza	Escuela de Educación Infantil	Lumpiaque	50019044	DE LUMPIAQUE	CL. Muntadas, 12	50295	976 60 16 50	976 60 18 30	
Zaragoza	Escuela de Educación Infantil	Maella	50018106	DE MAELLA	AVDA. RAMÓN Y CAJAL, S/N	50710	976 63 83 16	976 63 86 30	oficinas.maella@dpz.es
Zaragoza	Escuela de Educación Infantil	Magallón	50018787	ARCO-IRIS	CL. LA VÍA, S/N	50520	976858101	976858451	magjulia@telefonica.net
Zaragoza	Escuela de Educación Infantil	Mallén	50017692	DE MALLÉN	AVDA. DE LA LIBERTAD, S/N	50550	976 85 01 96	976 84 05 25	aytomallen@aytomallen.com
Zaragoza	Escuela de Educación Infantil	Maluenda	50017953	BLANCANIEVES	AVDA. DOCTOR GARCÍA SANCHO, 7	50340	976 89 30 07	976 89 32 73	maluenda@dpz.es
Zaragoza	Escuela de Educación Infantil	María de Huerva	50018908	PALMAS PALMITAS	AVDA. RÍO EBRO, S/N	50430	976124728	976124090	
Zaragoza	Escuela de Educación Infantil	Mequinenza	50018179	LA RUELLA	CL. Q, 44	50170	974 46 43 85	974 46 50 53	mequinenza@dpz.es
Zaragoza	Escuela de Educación Infantil	Morata de Jalón	50018611	DE MORATA DE JALÓN	CAMI. DEL BALDÍO, S/N	50260	976 60 50 18	976 81 81 86	oficina@moratadejalon.org
Zaragoza	Escuela de Educación Infantil	Mores	50018088	FRANCISCA GIL DE LA RIVA	Avda. Francisca Gil de la Riva, 42	50240	976 82 64 94	976 82 66 01	mores@dpz.es
Zaragoza	Escuela de Educación Infantil	Muel	50018623	PASICOS	CL. Alonso V, nº 2 Bajo	50450	976 14 01 00	976 14 04 04	alcaldia.muel@dpz.es
Zaragoza	Escuela de Educación Infantil	Muela (La)	50019238	LA MUELA	Cami. de las Banqueras,4	50196	976 17 80 11		
Zaragoza	Escuela de Educación Infantil	Murillo De Gállego	50018635	REINA BERTA	CTRA. A-132, S/N	22808	974383171	974383171	murillo@dpz.es
Zaragoza	Escuela de Educación Infantil	Novallas	50019196	CANTACUCOS	AVDA. NAVARRA, 16	50510	976198292		
Zaragoza	Escuela de Educación Infantil	Novillas	50018465	DE NOVILLAS	CL. PORTUGALETE, 17	50530	976 86 10 84	976 86 10 59	novillas@dpz.es
Zaragoza	Escuela de Educación Infantil	Ontinar de Salz	50018647	DE ONTINAR DE SALZ	CL. Sol, 15 - C	50810	625 17 96 33	976 69 31 19	alcalde@ontinardesalz.com
Zaragoza	Escuela de Educación Infantil	Paniza	50019056	EL JARDINCILLO	CL. Arrabal, 37	50480	976 62 27 45	976 62 26 81	paniza@dpz.es
Zaragoza	Escuela de Educación Infantil	Pastriz	50018659	RENACUAJOS	PARAJE DEL BERGEL (POLÍGONO 1; PARCELAS 157-159-164-190-226)	50195	976 58 34 07	976 58 64 69	pastriz@dpz.es
Zaragoza	Escuela de Educación Infantil	Pedrola	50018799	DE PEDROLA	CL. LAS MONJAS, S/N	50690	976615027		
Zaragoza	Escuela de Educación Infantil	Perdiguera	50018741	DE PERDIGUERA	CL. DEL PASO, 4	50161	976168965		
Zaragoza	Escuela de Educación Infantil	Pina de Ebro	50019123	DE PINA DE EBRO	CL. Fernando el Católico nº 16	50750	976165007	976165588	ayuntamiento@pinadeebro.es
Zaragoza	Escuela de Educación Infantil	Pinseque	50017321	DE PINSEQUE	P.º DEL PALACIO, 8	50298	976 61 71 98	976 65 16 91	eeipinseque@gmail.com
Zaragoza	Escuela de Educación Infantil	Pinsoro	50018982	DE EJEA DE LOS CABALLEROS (PINSORO)	CL. Acuerdo, S/N	50694			
Zaragoza	Escuela de Educación Infantil	Puebla de Alfindén (La)	50017394	JUNQUICOS	CL. CIPRIANO GONZÁLEZ, 5	50171	976 10 96 76	976 10 70 76	junquicos@puebladealfinden.org
Zaragoza	Escuela de Educación Infantil	Quinto	50018118	DE QUINTO	P.º RONDA, 11	50770	976 17 76 73	976 17 60 11	quinto@dpz.es
Zaragoza	Escuela de Educación Infantil	Ricla	50017989	NERTÓBRIGA	"CL. JOAQUÍN ARTIGAS ""EL PÍO"", S/N"	50270	976 60 62 96	976 60 61 06	ricla@dpz.es
Zaragoza	Escuela de Educación Infantil	Sabiñán	50017576	DE SABIÑÁN	Avda. San Roque, 22	50299	976 82 60 43	976 82 52 30	savinan@dpz.es
Zaragoza	Escuela de Educación Infantil	Sádaba	50018027	DE SÁDABA	AVDA. PIRINEOS, S/N	50670	976 67 54 33	976 67 54 28	ayuntamiento@sadaba.es
Zaragoza	Escuela de Educación Infantil	San Mateo de Gállego	50018805	POMPITAS	Cl. SIERRA DE ALCUBIERRE, 1	50840	976683137		
Zaragoza	Escuela de Educación Infantil	Santa Anastasia	50018994	DE EJEA DE LOS CABALLEROS (SANTA ANASTASIA)	CL. Nueva, S/N	50694			
Zaragoza	Escuela de Educación Infantil	Santa Engracia	50017564	DE SANTA ENGRACIA	CTRA. DE TAUSTE - SANTA ENGRACIA, S/N	50669	976 85 67 13	976 85 68 05	cpsengracia@aragon.es
Zaragoza	Escuela de Educación Infantil	Sástago	50019226	SÁSTAGO	CL. San Roque, 105	50780	976 17 80 11		
Zaragoza	Escuela de Educación Infantil	Sobradiel	50018180	LA PARVADICA	CL. CONDE, 2	50629	976 13 96 39	976 13 91 12	sobradiel@dpz.es
Zaragoza	Escuela de Educación Infantil	Tarazona	50017837	DE TARAZONA	AVDA. DE LA ESTACIÓN, 8	50500	976 64 11 41	976 19 90 54	bsancho@tarazona.es
Zaragoza	Escuela de Educación Infantil	Tauste	50017552	DE TAUSTE	ADVA. OBISPO JOSÉ MARÍA CONGET, S/N	50660	976 85 40 01	976 85 50 00	oficinas.tauste@dpz.es
Zaragoza	Escuela de Educación Infantil	Torres de Berrellén	50019068	DE TORRES DE BERRELLÉN	CL. Tenor Fleta, 4	50693	976 65 31 01	976 65 10 01	ayuntamiento@torresdeberrellen.net
Zaragoza	Escuela de Educación Infantil	Uncastillo	50018660	DE UNCASTILLO	CL. ERAS, S/N	50678	976 67 90 01	976 67 94 97	ayto.uncastillo@terra.es
Zaragoza	Escuela de Educación Infantil	Utebo	50017606	LA COMETA	CL. LUÍS BUÑUEL, 7	50180	976 46 28 36	976 46 28 36	guarderia@ayto-utebo.es
